filepath,y_true,y_pred,prob_cough,prob_other
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig151.wav,other,other,0.02155759371817112,0.978442370891571
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1510.wav,other,other,0.01845017448067665,0.981549859046936
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1511.wav,other,other,0.010892217978835106,0.9891077280044556
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1512.wav,other,other,0.03300933539867401,0.9669906497001648
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1513.wav,other,other,0.03246164321899414,0.9675383567810059
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1515.wav,other,other,0.05694057047367096,0.9430594444274902
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1516.wav,other,other,0.025529969483613968,0.9744700193405151
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1517.wav,other,other,0.023627186194062233,0.9763728380203247
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1518.wav,other,other,0.019508158788084984,0.9804918766021729
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1520.wav,other,other,0.038021691143512726,0.9619783759117126
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig161.wav,other,other,0.18843449652194977,0.8115655183792114
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1610.wav,other,other,0.058238495141267776,0.9417615532875061
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1611.wav,other,other,0.18240682780742645,0.8175931572914124
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1612.wav,other,other,0.25847890973091125,0.7415211200714111
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1613.wav,other,other,0.1633463352918625,0.8366537094116211
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig162.wav,other,other,0.025795988738536835,0.9742040634155273
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig163.wav,other,other,0.16139143705368042,0.8386085629463196
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig164.wav,other,other,0.025776049122214317,0.9742239713668823
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig165.wav,other,other,0.03998159244656563,0.9600183963775635
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig166.wav,other,other,0.046393074095249176,0.953606903553009
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1712.wav,other,other,0.07450995594263077,0.9254900217056274
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1714.wav,other,other,0.02036813274025917,0.9796318411827087
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1715.wav,other,other,0.029435880482196808,0.9705641269683838
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1716.wav,other,other,0.017234714701771736,0.982765257358551
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1717.wav,other,other,0.04186425730586052,0.9581357836723328
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1718.wav,other,other,0.04838566482067108,0.9516143202781677
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1719.wav,other,other,0.046490319073200226,0.9535096287727356
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig173.wav,other,other,0.009371985681355,0.9906280040740967
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig174.wav,other,other,0.024218302220106125,0.9757816791534424
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig177.wav,other,other,0.0318605899810791,0.9681394696235657
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1813.wav,other,other,0.012255697511136532,0.9877442717552185
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1814.wav,other,other,0.2211199700832367,0.7788800001144409
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1816.wav,other,other,0.05814182758331299,0.941858172416687
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1817.wav,other,other,0.030521441251039505,0.9694785475730896
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1818.wav,other,other,0.028333576396107674,0.9716663956642151
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1819.wav,other,other,0.0541456900537014,0.9458543062210083
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1820.wav,other,other,0.032416488975286484,0.9675834774971008
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig183.wav,other,other,0.012661349028348923,0.987338662147522
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig186.wav,other,other,0.03802771121263504,0.9619722962379456
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1871.wav,other,other,0.01494832057505846,0.9850516319274902
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig18714.wav,other,other,0.014730892144143581,0.9852691292762756
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig18715.wav,other,other,0.025840627029538155,0.9741593599319458
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig18716.wav,other,other,0.01091725006699562,0.9890828132629395
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig18717.wav,other,other,0.008618366904556751,0.9913815855979919
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1873.wav,other,other,0.010365896858274937,0.9896341562271118
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1874.wav,other,other,0.009854047559201717,0.9901459813117981
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1875.wav,other,other,0.013298461213707924,0.9867015480995178
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1876.wav,other,other,0.013662372715771198,0.9863376021385193
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1878.wav,other,other,0.009982675313949585,0.9900173544883728
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1911.wav,other,other,0.02794346585869789,0.9720565676689148
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1912.wav,other,other,0.010776085779070854,0.9892238974571228
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1913.wav,other,other,0.010738261975347996,0.9892617464065552
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1914.wav,other,other,0.015758225694298744,0.984241783618927
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1915.wav,other,other,0.010434248484671116,0.9895657300949097
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1916.wav,other,other,0.02161800116300583,0.9783819913864136
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1917.wav,other,other,0.013655795715749264,0.9863442182540894
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1919.wav,other,other,0.012567410245537758,0.987432599067688
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig193.wav,other,other,0.02943289652466774,0.9705671668052673
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig19511.wav,other,other,0.007825572043657303,0.992174506187439
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig19512.wav,other,other,0.010260691866278648,0.9897393584251404
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig19516.wav,other,other,0.011422194540500641,0.9885778427124023
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig19517.wav,other,other,0.009254686534404755,0.9907453060150146
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig19518.wav,other,other,0.007368368096649647,0.9926316738128662
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig19519.wav,other,other,0.00891541875898838,0.9910845756530762
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1954.wav,other,other,0.009123357012867928,0.9908766150474548
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig1956.wav,other,other,0.012851975858211517,0.9871479868888855
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig196.wav,other,other,0.01336175948381424,0.9866381883621216
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig201.wav,other,other,0.18215614557266235,0.8178438544273376
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2012.wav,other,other,0.04872729629278183,0.9512726664543152
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2013.wav,other,other,0.08994538336992264,0.910054624080658
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2014.wav,other,other,0.05473559722304344,0.9452643990516663
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2015.wav,other,other,0.09773144125938416,0.9022685289382935
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2016.wav,other,other,0.04547218233346939,0.9545277953147888
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig205.wav,other,other,0.06753963232040405,0.9324603080749512
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig206.wav,other,other,0.018078027293086052,0.9819220304489136
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig207.wav,other,other,0.3145141899585724,0.68548583984375
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2114.wav,other,other,0.011830578558146954,0.9881694316864014
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2115.wav,other,other,0.02503976784646511,0.9749602675437927
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2116.wav,other,other,0.19380730390548706,0.8061927556991577
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2117.wav,other,other,0.03824169933795929,0.9617583155632019
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2119.wav,other,other,0.04091288894414902,0.959087073802948
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig213.wav,other,other,0.010212943889200687,0.9897871017456055
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig214.wav,other,other,0.01018143817782402,0.9898185133934021
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig217.wav,other,other,0.07411032170057297,0.9258897304534912
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig218.wav,other,other,0.02677815407514572,0.9732218384742737
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig219.wav,other,other,0.016599901020526886,0.9834000468254089
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2210.wav,other,other,0.04477261006832123,0.9552273750305176
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2211.wav,other,other,0.12207922339439392,0.8779207468032837
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2212.wav,other,other,0.03639725223183632,0.9636027216911316
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2213.wav,other,other,0.030147187411785126,0.9698528051376343
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2214.wav,other,other,0.0736667662858963,0.9263332486152649
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2215.wav,other,other,0.13433943688869476,0.8656606078147888
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2216.wav,other,other,0.07838107645511627,0.9216189384460449
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2217.wav,other,other,0.13212648034095764,0.8678735494613647
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2218.wav,other,other,0.05956459790468216,0.9404354691505432
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig223.wav,other,other,0.032174281775951385,0.967825710773468
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2312.wav,other,other,0.06244722753763199,0.9375527501106262
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2313.wav,other,other,0.0171426422894001,0.982857346534729
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2314.wav,other,other,0.013851307332515717,0.9861487150192261
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2315.wav,other,other,0.06545976549386978,0.9345402717590332
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2316.wav,other,other,0.030607182532548904,0.9693928360939026
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig232.wav,other,other,0.09445499628782272,0.9055449366569519
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2320.wav,other,other,0.01665632054209709,0.9833436608314514
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig235.wav,other,other,0.01783866249024868,0.9821614027023315
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig236.wav,other,other,0.02070741355419159,0.979292631149292
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig238.wav,other,other,0.020802225917577744,0.9791977405548096
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2411.wav,other,other,0.011351906694471836,0.9886481165885925
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2412.wav,other,other,0.01705331727862358,0.9829467535018921
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2414.wav,other,other,0.10922986268997192,0.8907701373100281
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2415.wav,other,other,0.012423990294337273,0.9875760078430176
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2416.wav,other,other,0.03436889871954918,0.9656310677528381
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2417.wav,other,other,0.02383546158671379,0.9761644601821899
C:\py\pigsound\pig-sound-classification\data\raw\soundwel\ETHZETHZIsolationIsolationpig2418.wav,other,other,0.033473242074251175,0.9665266871452332
