noise_environment,target_active_snr_db,snr_reference,y_true,n,active_snr_mean,active_snr_std,active_snr_min,active_snr_max,full_window_snr_mean,full_window_snr_std,full_window_snr_min,full_window_snr_max,valid_duration_ratio_mean,valid_duration_ratio_std
DWASHING,0.0,active_valid_region,calm_grunt,42,1.4560650589615449e-08,2.1437877031404964e-07,-3.552843396813564e-07,3.8011050174136294e-07,1.4560650589615449e-08,2.1437877031404964e-07,-3.552843396813564e-07,3.8011050174136294e-07,1.0,0.0
DWASHING,0.0,active_valid_region,cough,42,-5.892831387767362e-08,2.3336735258972523e-07,-5.015018365312257e-07,3.904734554641557e-07,-6.837562916315942,2.872011836588132,-13.272648831452562,-1.7630238187522307,0.24019494047619044,0.09298017474624581
DWASHING,0.0,active_valid_region,feeding,42,-1.990128181277015e-08,1.77941155660502e-07,-4.239623360475447e-07,3.565710301278191e-07,-0.0007794698619939388,0.0037451524142575535,-0.024359366130522735,3.565710301278191e-07,0.9998039434523809,0.0006333775648347179
DWASHING,0.0,active_valid_region,stress_vocal,42,1.610233391670558e-08,2.258946058215708e-07,-3.8306533840396174e-07,4.078702924630288e-07,-0.0002642495221248307,0.000785746640727274,-0.00473549091783693,3.8129834097605075e-07,0.9999598214285715,6.512612144332837e-05
DWASHING,10.0,active_valid_region,calm_grunt,42,10.000000022625937,2.2916020677668705e-07,9.999999658267622,10.000000437506394,10.000000022625937,2.2916020677668705e-07,9.999999658267622,10.000000437506394,1.0,0.0
DWASHING,10.0,active_valid_region,cough,42,10.000000039160792,2.137736871834179e-07,9.99999962867095,10.000000422393489,3.16243718141473,2.872011866202501,-3.2726489407287107,8.236976168699762,0.24019494047619044,0.09298017474624581
DWASHING,10.0,active_valid_region,feeding,42,9.999999937556478,2.068424454142676e-07,9.999999608839314,10.00000037688697,9.99922048759573,0.0037452294651912628,9.975640125403322,10.00000037688697,0.9998039434523809,0.0006333775648347179
DWASHING,10.0,active_valid_region,stress_vocal,42,9.99999995480853,2.3088626892200702e-07,9.999999551326844,10.000000392528033,9.999735689182442,0.0007856894000397356,9.99526469247907,10.000000392528033,0.9999598214285715,6.512612144332837e-05
DWASHING,20.0,active_valid_region,calm_grunt,42,19.99999996847826,2.234518133599536e-07,19.999999511850813,20.0000002950209,19.99999996847826,2.234518133599536e-07,19.999999511850813,20.0000002950209,1.0,0.0
DWASHING,20.0,active_valid_region,cough,42,19.99999999788941,2.4002584223945e-07,19.999999521777536,20.000000397114228,13.162437140124396,2.872011880386103,6.727351169794585,18.23697637804752,0.24019494047619044,0.09298017474624581
DWASHING,20.0,active_valid_region,feeding,42,19.999999965075485,1.9920643539343678e-07,19.999999543994186,20.000000306962754,19.999220515115034,0.0037451911365517184,19.975640372451057,20.00000027954738,0.9998039434523809,0.0006333775648347179
DWASHING,20.0,active_valid_region,stress_vocal,42,19.999999892253744,2.0285833002567196e-07,19.999999512136664,20.000000369411772,19.999735626628503,0.0007858184474482861,19.995263895275098,20.000000369411772,0.9999598214285715,6.512612144332837e-05
STRAFFIC,0.0,active_valid_region,calm_grunt,42,3.649909653409681e-08,2.208607349212608e-07,-4.2801266011214096e-07,4.724925111218039e-07,3.649909653409681e-08,2.208607349212608e-07,-4.2801266011214096e-07,4.724925111218039e-07,1.0,0.0
