fold,seed,clean_path,clean_md5,y_true,aux_true,original_valid_samples,valid_duration_ratio,noise_dataset,noise_environment,noise_file,noise_sha256,environment_recording_id,selected_channel,global_noise_seed,snr_reference,target_active_snr_db,simulated_noise,noise_protocol,real_farm_external_validation,noise_offset,noise_seed,noise_draw_id,noise_repeat,offset_key_version,clean_active_rms,noise_active_rms_before_gain,gain,achieved_active_snr_db,achieved_full_window_snr_db,peak_before_scale,final_global_scale,clipping_detected,valid_start,target_snr_db
2,123,data/raw/sow_call_dataset_labeled/feeding/318-1.wav,30f8094e9c5d98eed063c98652cde3da,feeding,feeding,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,11121.21484375,1.0,False,,
2,123,data/raw/sow_call_dataset_labeled/calm_grunt/265-0.wav,eee465e9b4a8dfc6167fffcdb7a19874,calm_grunt,calm_grunt,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,17620.46484375,1.0,False,,
2,123,data/raw/sow_call_dataset_labeled/feeding/491-1.wav,98acaaca009a7153d1e845d99381cc86,feeding,feeding,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,1956.453369140625,1.0,False,,
2,123,data/raw/sow_call_dataset_labeled/anxious_stress/1387-3.wav,869103de094f3bceee940db5eff32bde,stress_vocal,anxious_stress,63994,0.99990625,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,1105.34765625,1.0,False,,
2,123,data/external/korea_raw/abdominal_cough/train_abdominal_08931.wav,44d64dc3a40a97a1501096ba3b23aacd,cough,abdominal_cough,15424,0.241,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,0.5308179259300232,1.0,False,,
2,123,data/raw/sow_call_dataset_labeled/feeding/495-1.wav,6f304ffeafca0d8ed9bfd6b96e1a7f6c,feeding,feeding,63993,0.999890625,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,4753.2978515625,1.0,False,,
2,123,data/raw/sow_call_dataset_labeled/anxious_stress/1731-3.wav,2fa431ddbfe582b163ed19ae6349189b,stress_vocal,anxious_stress,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,2011.9031982421875,1.0,False,,
2,123,data/raw/sow_call_dataset_labeled/calm_grunt/238-0.wav,f478ed184359768e743cab6a4486a233,calm_grunt,calm_grunt,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,16303.375,1.0,False,,
2,123,data/raw/sow_call_dataset_labeled/frightened_stress/868-2.wav,cec4d2b9711b26431e0de42e4767b5a1,stress_vocal,frightened_stress,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,6927.857421875,1.0,False,,
2,123,data/raw/sow_call_dataset_labeled/calm_grunt/88-0.wav,9e37d4ddec86dc1c9fd757e03c81e70d,calm_grunt,calm_grunt,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,15045.173828125,1.0,False,,
