noise_environment,snr_db,target_active_snr_db,snr_reference,condition,method,n,top1_acc,macro_f1,top2_acc,ece,brier,nll,frozen_global_threshold,frozen_threshold_coverage,frozen_threshold_selective_risk,frozen_per_class_threshold_coverage,frozen_per_class_threshold_selective_risk,aurc,augrc,risk_at_coverage_0.80,risk_at_coverage_0.90,risk_at_coverage_0.95,cough_precision,cough_recall,cough_f1,cough_support,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,calm_grunt_support,feeding_precision,feeding_recall,feeding_f1,feeding_support,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,stress_vocal_support,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,global_coverage,selective_risk,feeding_coverage,feeding_selective_risk,stress_vocal_coverage,stress_vocal_selective_risk,macro_f1_degradation_vs_clean,hierarchy_consistency,mean_prototype_distance_margin
clean,clean,clean,clean,clean,raw_softmax,168.0,0.9583333333333334,0.9583274273564847,1.0,0.021149452953111547,0.07182971388101578,0.11768080294132233,0.7685480117797852,0.9404761904761905,0.03164556962025311,0.9285714285714286,0.038461538461538436,0.004278318535738013,0.0042783185357380136,0.007407407407407418,0.019736842105263164,0.03125,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.926829268292683,0.9047619047619048,0.9156626506024096,42.0,0.9069767441860465,0.9285714285714286,0.9176470588235294,42.0,4.0,3.0,0.0,0.0,0.0,0.9404761904761905,0.03164556962025311,0.9047619047619048,0.07894736842105263,0.8571428571428571,0.05555555555555555,0.0,,
clean,clean,clean,clean,clean,prototype,168.0,0.9523809523809523,0.9523809523809523,1.0,0.02212734449477423,0.07479608803987503,0.12675979733467102,0.8099359273910522,0.9404761904761905,0.025316455696202556,0.9107142857142857,0.04575163398692805,0.00435846178540317,0.00435846178540317,0.007407407407407418,0.019736842105263164,0.025000000000000022,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,42.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,42.0,4.0,4.0,0.0,0.0,0.0,0.9404761904761905,0.025316455696202556,0.8809523809523809,0.05405405405405406,0.8809523809523809,0.05405405405405406,0.0,,
clean,clean,clean,clean,clean,hierarchical,168.0,0.9583333333333334,0.9583274273564847,1.0,0.0394260443392254,0.07662621885538101,0.1504734754562378,0.8408849239349365,0.9523809523809523,0.03125,0.9821428571428571,0.042424242424242475,0.0044634704981891486,0.004463470498189147,0.007407407407407418,0.019736842105263164,0.03125,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.926829268292683,0.9047619047619048,0.9156626506024096,42.0,0.9069767441860465,0.9285714285714286,0.9176470588235294,42.0,4.0,3.0,0.0,0.0,0.0,0.9523809523809523,0.03125,0.9047619047619048,0.07894736842105263,0.9047619047619048,0.05263157894736842,0.0,,
clean,clean,clean,clean,clean,fused,168.0,0.9583333333333334,0.9583274273564847,1.0,0.021149451179163788,0.07182972878217697,0.11768080294132233,0.7685480117797852,0.9404761904761905,0.03164556962025311,0.9285714285714286,0.038461538461538436,0.004278318535738013,0.0042783185357380136,0.007407407407407418,0.019736842105263164,0.03125,1.0,1.0,1.0,42.0,1.0,1.0,1.0,42.0,0.926829268292683,0.9047619047619048,0.9156626506024096,42.0,0.9069767441860465,0.9285714285714286,0.9176470588235294,42.0,4.0,3.0,0.0,0.0,0.0,0.9404761904761905,0.03164556962025311,0.9047619047619048,0.07894736842105263,0.8571428571428571,0.05555555555555555,0.0,,
clean,clean,,,clean,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9940476190476191,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,raw_softmax,168.0,0.7738095238095238,0.753968253968254,0.8511904761904762,0.18930883421784359,0.41814321279525757,1.1712005138397217,0.7685480117797852,0.9226190476190477,0.21935483870967742,0.875,0.2517006802721088,0.09974065406908607,0.09974065406908607,0.20740740740740737,0.21052631578947367,0.22499999999999998,1.0,0.2857142857142857,0.4444444444444444,42.0,1.0,1.0,1.0,42.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,42.0,0.5277777777777778,0.9047619047619048,0.6666666666666666,42.0,4.0,4.0,0.0,0.0,30.0,0.9226190476190477,0.21935483870967742,0.9047619047619048,0.07894736842105263,0.8571428571428571,0.05555555555555555,0.20435917338823073,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,prototype,168.0,0.7738095238095238,0.7568898013750954,0.8392857142857143,0.2008821584639095,0.4245705306529999,2.6120638847351074,0.8099359273910522,0.9345238095238095,0.21019108280254772,0.8690476190476191,0.2534246575342466,0.13997278528718754,0.13997278528718754,0.2148148148148148,0.21052631578947367,0.21875,1.0,0.30952380952380953,0.4727272727272727,42.0,1.0,1.0,1.0,42.0,0.8837209302325582,0.9047619047619048,0.8941176470588236,42.0,0.5285714285714286,0.8809523809523809,0.6607142857142857,42.0,4.0,5.0,0.0,0.0,29.0,0.9345238095238095,0.21019108280254772,0.8809523809523809,0.05405405405405406,0.8571428571428571,0.05555555555555555,0.1954911510058569,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,hierarchical,168.0,0.7797619047619048,0.7625138872926484,0.8392857142857143,0.20962953212715327,0.4276702404022217,3.596357822418213,0.8408849239349365,0.9583333333333334,0.21739130434782605,0.9464285714285714,0.2264150943396226,0.14328701985545855,0.14328701985545855,0.2222222222222222,0.21052631578947367,0.21250000000000002,1.0,0.30952380952380953,0.4727272727272727,42.0,1.0,1.0,1.0,42.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,42.0,0.5352112676056338,0.9047619047619048,0.672566371681416,42.0,4.0,4.0,0.0,0.0,29.0,0.9583333333333334,0.21739130434782605,0.9047619047619048,0.07894736842105263,0.9285714285714286,0.07692307692307693,0.19581354006383633,,
DWASHING,20.0,20.0,active_valid_region,DWASHING_20dB,fused,168.0,0.7738095238095238,0.753968253968254,0.8511904761904762,0.18930883421784359,0.41814327239990234,1.1712005138397217,0.7685480117797852,0.9226190476190477,0.21935483870967742,0.875,0.2517006802721088,0.09974065406908607,0.09974065406908607,0.20740740740740737,0.21052631578947367,0.22499999999999998,1.0,0.2857142857142857,0.4444444444444444,42.0,1.0,1.0,1.0,42.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,42.0,0.5277777777777778,0.9047619047619048,0.6666666666666666,42.0,4.0,4.0,0.0,0.0,30.0,0.9226190476190477,0.21935483870967742,0.9047619047619048,0.07894736842105263,0.8571428571428571,0.05555555555555555,0.20435917338823073,,
DWASHING,20.0,,,DWASHING_20dB,hierarchy_audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9940476190476191,
