path,in_reference,in_reproduced,duplicate_in_reference,duplicate_in_reproduced,reference_y_true,reference_y_pred,reproduced_y_true,reproduced_y_pred,y_true_match,y_pred_match,absdiff_prob_cough,absdiff_prob_calm_grunt,absdiff_prob_feeding,absdiff_prob_stress_vocal,prediction_match
data/external/korea_raw/abdominal_cough/train_abdominal_00031.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,9.224459054596261e-08,5.511537892743945e-09,1.168154994957149e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_00049.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,2.9627699338737263e-08,8.945789886638522e-09,4.278263077133078e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_00419.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,1.1899118843028411e-17,0.0,0.0,True
data/external/korea_raw/abdominal_cough/train_abdominal_00857.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,4.97675498668847e-09,3.394234227016568e-09,1.151056494563818e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_01977.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,4.09781933793311e-08,8.803908713161945e-10,3.903551260016184e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_03235.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,1.2107193559149744e-08,1.0895746527232904e-08,2.2093445295467973e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_03327.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,2.5334884404699118e-08,1.4897523215040565e-08,1.9703293219208717e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_04226.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928943975895e-07,4.925823301839597e-08,1.5912519302219152e-08,7.057678885757923e-10,True
data/external/korea_raw/abdominal_cough/train_abdominal_04241.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185789905402e-07,2.9889633882128385e-08,2.3690517991781235e-08,2.8510839911177754e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_04813.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,3.8693542652481995e-08,3.41970007866621e-09,1.4078977983444929e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_04976.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185789905402e-07,1.8291757434115352e-08,1.9470462575554848e-08,1.381340553053401e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_05020.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,2.875458457882933e-08,2.975139068439603e-08,9.247742127627134e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_05833.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,3.8693542557560094e-08,2.0379957277327776e-08,4.3779436964541674e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_06486.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,3.578315949803604e-08,6.13727024756372e-09,1.0375515574413859e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_08344.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,7.88713796747234e-09,1.3860699255019426e-09,1.1415977496653795e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_08931.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,6.411573845081049e-08,5.2677933126688e-09,2.0438164938241243e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_10071.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,1.1394149535177717e-08,3.54702933691442e-09,5.158653948456049e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_10703.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,1.6007109870995288e-10,7.275957614183426e-11,0.0,True
data/external/korea_raw/abdominal_cough/train_abdominal_11281.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,1.2500095109636887e-08,1.0622898116707802e-08,7.246853783726692e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_11408.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,7.305061444756711e-08,5.284528015181422e-08,6.535265129059553e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_13923.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928943975895e-07,8.674396657638557e-08,8.11269273981452e-10,1.1335941865129847e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_15424.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,3.1548552182437744e-08,9.38598532229662e-10,1.2376403849928249e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_16132.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185789905402e-07,7.756170824241185e-08,2.4137989385053515e-08,2.047454472631216e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_16915.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,8.048664307727508e-08,8.119968697428703e-09,5.573383532457728e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_17396.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,8.822826197001131e-08,1.086955307982862e-07,8.293500286526978e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_17504.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,2.3137545238039944e-08,8.949427865445614e-09,1.0772055247798562e-08,True
data/external/korea_raw/dry_cough/train_dry_02152.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,1.6007098676607857e-10,6.776263578034403e-21,5.3017486234541167e-17,True
data/external/korea_raw/dry_cough/train_dry_03538.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,2.4738260054270496e-10,2.0372681319713593e-10,1.0913936421275139e-10,True
data/external/korea_raw/dry_cough/train_dry_07031.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928966180355e-07,5.1542883777039306e-08,6.424670573323965e-09,2.1776941139250994e-08,True
data/external/korea_raw/dry_cough/train_dry_07836.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,2.239539745893613e-08,4.763933247886598e-09,2.1274900077370654e-08,True
data/external/korea_raw/dry_cough/train_dry_08102.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,1.5090336177820763e-08,2.5305780582129955e-08,1.31258275359869e-08,True
data/external/korea_raw/dry_cough/train_dry_08986.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928943975895e-07,8.341157806560713e-08,2.8740032576024532e-09,5.493347992634244e-08,True
data/external/korea_raw/dry_cough/train_dry_09211.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,3.3018295591581703e-08,6.428308552131057e-09,5.1077222374264035e-08,True
data/external/korea_raw/dry_cough/train_dry_11313.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,3.854802338809182e-08,1.2150849215686321e-09,8.309143595397472e-09,True
data/external/korea_raw/dry_cough/train_dry_12034.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,6.184564010030093e-09,1.3034878065809608e-08,2.975866667139209e-08,True
data/external/korea_raw/dry_cough/train_dry_12057.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,3.891182133705152e-08,3.3069227356456894e-08,6.829941413721472e-08,True
data/external/korea_raw/dry_cough/train_dry_12450.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928966180355e-07,1.426087701907378e-08,2.9576767701655626e-09,2.4800101527944207e-08,True
data/external/korea_raw/dry_cough/train_dry_13858.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928966180355e-07,4.582398110584366e-08,3.08173184748739e-08,5.259062163808252e-08,True
data/external/korea_raw/dry_cough/train_dry_14189.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,7.569906294429283e-08,2.5091139832511544e-08,2.9733200790367346e-08,True
data/external/korea_raw/dry_cough/train_dry_14269.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,2.783781380603467e-08,6.551999831572175e-09,1.4188117270570906e-08,True
data/external/korea_raw/dry_cough/train_dry_14435.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,2.7444912136854495e-08,6.56291376799345e-09,7.275957614183426e-11,True
data/external/korea_raw/dry_cough/train_dry_17365.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,6.498885332843567e-08,5.020410753786564e-09,7.152266337428419e-08,True
data/raw/sow_call_dataset_labeled/anxious_stress/1317-3.wav,True,True,False,False,stress_vocal,stress_vocal,stress_vocal,stress_vocal,True,True,1.3962562661617994e-08,1.5061232261359692e-09,4.3958425525493505e-07,4.1723251331671207e-07,True
data/raw/sow_call_dataset_labeled/anxious_stress/1387-3.wav,True,True,False,False,stress_vocal,stress_vocal,stress_vocal,stress_vocal,True,True,1.079024514183402e-08,4.202593109463044e-08,1.6763806343494947e-06,1.6093254089355469e-06,True
data/raw/sow_call_dataset_labeled/anxious_stress/1402-3.wav,True,True,False,False,stress_vocal,stress_vocal,stress_vocal,stress_vocal,True,True,5.103356674252858e-08,4.3801264468213384e-09,1.539289951324463e-05,1.549720764149054e-05,True
data/raw/sow_call_dataset_labeled/anxious_stress/1408-3.wav,True,True,False,False,stress_vocal,stress_vocal,stress_vocal,stress_vocal,True,True,1.3403769118214802e-07,1.5978002905405343e-08,2.1044164896066864e-05,2.1219253540039062e-05,True
data/raw/sow_call_dataset_labeled/anxious_stress/1476-3.wav,True,True,False,False,stress_vocal,stress_vocal,stress_vocal,stress_vocal,True,True,9.336508819285947e-08,1.3524550006972043e-07,4.4792890548761566e-05,4.476308822631836e-05,True
data/raw/sow_call_dataset_labeled/anxious_stress/1484-3.wav,True,True,False,False,stress_vocal,stress_vocal,stress_vocal,stress_vocal,True,True,1.4476245278893796e-07,6.693880728577198e-10,1.1563301086453537e-05,1.1742115020862975e-05,True
