path,in_reference,in_reproduced,duplicate_in_reference,duplicate_in_reproduced,reference_y_true,reference_y_pred,reproduced_y_true,reproduced_y_pred,y_true_match,y_pred_match,absdiff_prob_cough,absdiff_prob_calm_grunt,absdiff_prob_feeding,absdiff_prob_stress_vocal,prediction_match
data/external/korea_raw/abdominal_cough/train_abdominal_00031.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928966180355e-07,9.186624079366421e-08,2.0307197663455706e-08,3.097375156356529e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_00049.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,1.4566467215586243e-08,3.41096892952919e-08,7.174094263407717e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_00419.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,4.683753385137379e-17,0.0,9.115429765171879e-17,True
data/external/korea_raw/abdominal_cough/train_abdominal_00857.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185792125848e-07,1.0029179968185911e-07,2.9474904295057058e-08,1.5666591930869889e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_01977.wav,True,True,False,False,cough,cough,cough,cough,True,True,3.5762786865234375e-07,7.545168041942743e-08,9.374343781571768e-08,1.4355464366660868e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_03235.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928943975895e-07,3.2887329004559814e-09,2.5305780582129955e-08,3.482273313446167e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_03327.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,2.048909661373074e-08,8.636561688035727e-09,1.6792910192237834e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_04226.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,2.6513589568825545e-08,1.838634490028434e-08,1.800799509510398e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_04241.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,3.2639945775532215e-08,1.5214027293438933e-08,1.6960257245729493e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_04813.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,3.886816567021502e-08,2.094020595940979e-08,2.473825588822365e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_04976.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,1.7782440480865582e-08,1.4915713109076023e-09,3.752938940087343e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_05020.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,7.059134085870352e-08,4.176399662721478e-09,4.172761691734195e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_05833.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928966180355e-07,8.30623322163799e-08,1.904845703393221e-08,1.3281533029963128e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_06486.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,1.1979136624589316e-07,4.727189661934972e-08,7.718335836106628e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_08344.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,9.711948218939703e-08,4.685716703534126e-08,1.2117379802665086e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_08931.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185792125848e-07,8.984352468813326e-08,2.684828359633684e-09,7.759081199927836e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_10071.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,7.270136853055015e-08,1.391163095831871e-08,7.121707319726026e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_10703.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,5.312590645178972e-17,1.01863420842274e-10,8.003553374246516e-11,True
data/external/korea_raw/abdominal_cough/train_abdominal_11281.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,7.916241946952663e-09,1.849548425525427e-08,3.8417056659879704e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_11408.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185791015625e-07,1.0890653348981524e-07,2.029992171751025e-08,3.502645995467901e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_13923.wav,True,True,False,False,cough,cough,cough,cough,True,True,3.5762786865234375e-07,2.561719157361149e-07,1.418811734765768e-10,6.574555309494861e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_15424.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928943975895e-07,1.2747477741507614e-07,2.9154762160032988e-08,2.0256266001193474e-08,True
