fold,seed,clean_path,clean_md5,y_true,aux_true,original_valid_samples,valid_duration_ratio,noise_dataset,noise_environment,noise_file,noise_sha256,environment_recording_id,selected_channel,global_noise_seed,snr_reference,target_active_snr_db,simulated_noise,noise_protocol,real_farm_external_validation,noise_offset,noise_seed,noise_draw_id,noise_repeat,offset_key_version,clean_active_rms,noise_active_rms_before_gain,gain,achieved_active_snr_db,achieved_full_window_snr_db,peak_before_scale,final_global_scale,clipping_detected,valid_start,target_snr_db
1,123,data/raw/sow_call_dataset_labeled/feeding/441-1.wav,654127297dca8be92e024fe6823bc124,feeding,feeding,63922,0.99878125,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,3258.869384765625,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/feeding/490-1.wav,4b44d26c74a64b9fe696b61e76225516,feeding,feeding,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,1942.5810546875,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/anxious_stress/1285-3.wav,5471e13dc7679c77779cea6b88360550,stress_vocal,anxious_stress,63988,0.9998125,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,15612.9189453125,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/anxious_stress/1345-3.wav,a3dde1b20076ee169519db2c15cc1a80,stress_vocal,anxious_stress,63993,0.999890625,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,11319.5419921875,1.0,False,,
1,123,data/external/korea_raw/dry_cough/train_dry_10089.wav,775f4d5a26089f6370a62cded40bb1f6,cough,dry_cough,16000,0.25,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,1.0103015899658203,1.0,False,,
1,123,data/external/korea_raw/dry_cough/train_dry_10700.wav,0fae4a79341221e45ba642f15f6818d6,cough,dry_cough,16000,0.25,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,0.4396584630012512,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/feeding/280-1.wav,520f24b7e9deddec9fe824bcbbc863a7,feeding,feeding,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,9803.8740234375,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/anxious_stress/1764-3.wav,8f45f5408783ef907c910d396f8d3e82,stress_vocal,anxious_stress,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,4923.95361328125,1.0,False,,
1,123,data/external/korea_raw/abdominal_cough/train_abdominal_03944.wav,5be1098cb938ae664ffbe8f6f9ed375a,cough,abdominal_cough,9728,0.152,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,0.15395446121692657,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/anxious_stress/1734-3.wav,d586207a9cfc91dd5953bfb8b33806ec,stress_vocal,anxious_stress,63992,0.999875,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,1633.601806640625,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/anxious_stress/1300-3.wav,e7862eaf6b922edcf1fca5c3690b8986,stress_vocal,anxious_stress,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,8819.7578125,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/anxious_stress/1463-3.wav,ff7d27c276150d4cc3045178a12bc0f9,stress_vocal,anxious_stress,63996,0.9999375,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,19830.576171875,1.0,False,,
1,123,data/external/korea_raw/abdominal_cough/train_abdominal_16150.wav,946612ea641c82cb4582cb8f1d5e0117,cough,abdominal_cough,8704,0.136,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,0.1698700338602066,1.0,False,,
1,123,data/external/korea_raw/abdominal_cough/train_abdominal_01995.wav,f75c40b571eeb073ce864d42ce5a6426,cough,abdominal_cough,11904,0.186,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,0.22239375114440918,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/feeding/449-1.wav,3298ab3407263f3363dc1f15956987d4,feeding,feeding,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,2772.006591796875,1.0,False,,
1,123,data/external/korea_raw/abdominal_cough/train_abdominal_08932.wav,bde536464e40615b7e16e590d2d193e4,cough,abdominal_cough,18016,0.2815,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,0.5951837301254272,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/calm_grunt/45-0.wav,22dcae03a58d251658fdbf32680b3aae,calm_grunt,calm_grunt,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,16151.052734375,1.0,False,,
1,123,data/external/korea_raw/dry_cough/train_dry_09359.wav,8b3c22f4b8254d12edd2cde26f005524,cough,dry_cough,20000,0.3125,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,0.20322076976299286,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/frightened_stress/1119-2.wav,dbf530a6115ead74f6acce6a5f662993,stress_vocal,frightened_stress,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,4300.95068359375,1.0,False,,
1,123,data/external/korea_raw/dry_cough/train_dry_15590.wav,cdf12a5955784e98d75ff9fe8c840715,cough,dry_cough,13568,0.212,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,0.19033557176589966,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/frightened_stress/1069-2.wav,67e4d1cc579448c742b219b987b63e19,stress_vocal,frightened_stress,63992,0.999875,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,1344.6634521484375,1.0,False,,
1,123,data/raw/sow_call_dataset_labeled/feeding/434-1.wav,60499ac98fbfe8ab1dde68e04cd86b19,feeding,feeding,64000,1.0,,clean,,,,,,clean,clean,False,zero_shot_frozen,False,,,,,,,,,,,21044.0625,1.0,False,,
