path,in_reference,in_reproduced,duplicate_in_reference,duplicate_in_reproduced,reference_y_true,reference_y_pred,reproduced_y_true,reproduced_y_pred,y_true_match,y_pred_match,absdiff_prob_cough,absdiff_prob_calm_grunt,absdiff_prob_feeding,absdiff_prob_stress_vocal,prediction_match
data/external/korea_raw/abdominal_cough/train_abdominal_00145.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,9.057112042071182e-08,4.583125692844757e-08,1.1561496642930984e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_00790.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,6.81320671265355e-08,1.2719829091471487e-07,7.056223686174043e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_00976.wav,True,True,False,False,cough,cough,cough,cough,True,True,4.768371580921027e-07,1.7235288405633787e-07,2.2094172898124917e-07,1.6954436437768968e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_01211.wav,True,True,False,False,cough,cough,cough,cough,True,True,9.536743162952277e-07,3.6094570523572365e-07,2.000961103476584e-07,3.904860931383037e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_01313.wav,True,True,False,False,cough,cough,cough,cough,True,True,3.5762786854132145e-07,1.0267831394980206e-07,1.391672412864864e-07,3.199529600329961e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_02305.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,6.600748753696683e-08,8.472852641717955e-08,8.298957250517359e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_02327.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,1.4487886806799312e-07,8.386268736962571e-08,3.134482543117566e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_04310.wav,True,True,False,False,cough,cough,cough,cough,True,True,7.152557371936652e-07,2.6705674828280627e-07,1.6870035326254176e-07,2.7009809855428634e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_04314.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185789905402e-07,3.2421667053557715e-08,1.786247594282031e-08,1.5384284772653172e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_05140.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,4.365574572846864e-10,7.275957839697478e-10,9.89530250003045e-10,True
data/external/korea_raw/abdominal_cough/train_abdominal_06751.wav,True,True,False,False,cough,cough,cough,cough,True,True,5.960464477539062e-07,1.8082209865029212e-07,2.3728352981124677e-07,1.3226235756762825e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_07806.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,2.7997884846251916e-08,5.769834388047457e-09,1.6007107689580517e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_08082.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,6.90633896932363e-08,1.0622170520946383e-07,1.510488797779844e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_08112.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.072883605846009e-06,6.963382476028409e-07,1.6016565496101975e-07,2.1613959691121898e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_10313.wav,True,True,False,False,cough,cough,cough,cough,True,True,7.152557373046875e-07,1.0881922205891641e-07,3.2744719641713e-07,2.2391031959475725e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_11302.wav,True,True,False,False,cough,cough,cough,cough,True,True,3.5762786865234375e-07,1.9514118329225097e-07,7.267226467995436e-08,5.235779102906891e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_13649.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185791015625e-07,1.4132820076869727e-07,5.832043825648725e-08,3.653985906952812e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_14437.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185791015625e-07,1.986918506091109e-07,5.277252057567239e-08,1.3533281099551656e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_16429.wav,True,True,False,False,cough,cough,cough,cough,True,True,5.960464477539062e-07,1.3850512908537404e-07,2.2310996424093404e-07,2.2095628074298161e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_17672.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185791015625e-07,6.784102871322268e-08,1.415100996350957e-07,9.307404973601593e-08,True
data/external/korea_raw/dry_cough/train_dry_02449.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185792125848e-07,6.903428594214316e-08,4.9556547310203314e-08,2.5659392120973095e-07,True
data/external/korea_raw/dry_cough/train_dry_03883.wav,True,True,False,False,cough,cough,cough,cough,True,True,4.768371580921027e-07,2.1720188675720476e-07,1.663793227635324e-07,1.418520697218787e-07,True
data/external/korea_raw/dry_cough/train_dry_05498.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928943975895e-07,1.2136297366594287e-08,6.411573857790609e-08,2.6906491335746546e-08,True
data/external/korea_raw/dry_cough/train_dry_05642.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928966180355e-07,5.384208558005272e-09,2.0721927214070734e-08,7.13043845526715e-08,True
data/external/korea_raw/dry_cough/train_dry_06353.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185792125848e-07,4.627509051006963e-08,1.7319689497933806e-07,3.4968252365404203e-08,True
data/external/korea_raw/dry_cough/train_dry_07999.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,4.4150510856858297e-08,4.02505974862093e-08,1.4544639268410792e-07,True
data/external/korea_raw/dry_cough/train_dry_08205.wav,True,True,False,False,cough,cough,cough,cough,True,True,7.152557373046875e-07,3.586756065720423e-07,6.220943760126829e-08,3.34082869833175e-07,True
data/external/korea_raw/dry_cough/train_dry_08236.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,2.7997884801040686e-08,1.4988472685217857e-09,5.692709246097466e-08,True
data/external/korea_raw/dry_cough/train_dry_08957.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1102230246251565e-16,1.2337113736702633e-07,5.318724989649077e-09,1.389125826945837e-07,True
data/external/korea_raw/dry_cough/train_dry_09239.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185789905402e-07,9.094947015647614e-08,1.2820237316191196e-08,1.0235817164523588e-07,True
data/external/korea_raw/dry_cough/train_dry_10991.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928955078125e-07,1.7092679627472808e-07,1.6116246112947018e-07,1.5767000142267464e-07,True
data/external/korea_raw/dry_cough/train_dry_11727.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185792125848e-07,2.3195752820565595e-08,1.6542617226668896e-07,7.559719959819274e-08,True
data/external/korea_raw/dry_cough/train_dry_12111.wav,True,True,False,False,cough,cough,cough,cough,True,True,3.5762786865234375e-07,1.4284159992864918e-07,7.51751941595422e-08,9.717768990785453e-08,True
data/external/korea_raw/dry_cough/train_dry_12259.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.1920928943975895e-07,1.9709113992423272e-07,7.406924785563181e-09,1.220760167905421e-07,True
data/external/korea_raw/dry_cough/train_dry_12342.wav,True,True,False,False,cough,cough,cough,cough,True,True,4.76837158203125e-07,1.9223080021204576e-07,4.7948560753877925e-08,2.3739994508249567e-07,True
data/external/korea_raw/dry_cough/train_dry_13855.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,4.54310792613751e-08,1.2390955816954374e-08,2.041633708805852e-08,True
data/external/korea_raw/dry_cough/train_dry_14835.wav,True,True,False,False,cough,cough,cough,cough,True,True,5.960464478649286e-07,2.142915036273431e-07,1.7367710825055838e-07,1.4339457261595598e-07,True
data/external/korea_raw/dry_cough/train_dry_14904.wav,True,True,False,False,cough,cough,cough,cough,True,True,0.0,8.59436113841627e-08,3.280001696116808e-08,6.290792952380023e-08,True
data/external/korea_raw/dry_cough/train_dry_16871.wav,True,True,False,False,cough,cough,cough,cough,True,True,7.152557373046875e-07,2.012820914865836e-07,1.7350976122543216e-07,2.3432949092534587e-07,True
