filepath,label,source_id,origin_manifest
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-33-57_095_t0000025000.wav,cough,aswine_ala_e_2_2020-09-30_02-33-57_095,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-52-11_272_t0000358000.wav,other,aswine_ala_e_2_2020-09-30_05-52-11_272,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_08-04-19_788_t0000005000.wav,cough,aswine_ala_e_2_2020-09-30_08-04-19_788,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-51-58_296_t0000309000.wav,other,aswine_ala_e_2_2020-09-30_02-51-58_296,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-52-11_272_t0000173000.wav,cough,aswine_ala_e_2_2020-09-30_05-52-11_272,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_11-16-33_282_t0000145000.wav,other,aswine_ala_e_2_2020-09-30_11-16-33_282,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-39-49_327_t0000198000.wav,other,aswine_ala_e_2_2020-09-30_00-39-49_327,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-52-11_272_t0000015000.wav,other,aswine_ala_e_2_2020-09-30_05-52-11_272,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-22-29_769_t0000165000.wav,other,aswine_ala_e_2_2020-09-30_10-22-29_769,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_06-28-13_427_t0000299000.wav,cough,aswine_ala_e_2_2020-09-30_06-28-13_427,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_15-10-49_329_t0000286000.wav,cough,aswine_ala_e_2_2020-09-30_15-10-49_329,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-46-31_261_t0000069000.wav,cough,aswine_ala_e_2_2020-09-30_10-46-31_261,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-39-57_569_t0000213000.wav,cough,aswine_ala_e_2_2020-09-30_02-39-57_569,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-40-01_553_t0000070000.wav,other,aswine_ala_e_2_2020-09-30_03-40-01_553,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_13-58-44_665_t0000234000.wav,cough,aswine_ala_e_2_2020-09-30_13-58-44_665,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-57-58_802_t0000027000.wav,cough,aswine_ala_e_2_2020-09-30_02-57-58_802,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-21-56_604_t0000194000.wav,other,aswine_ala_e_2_2020-09-30_02-21-56_604,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_04-40-05_833_t0000219000.wav,other,aswine_ala_e_2_2020-09-30_04-40-05_833,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-46-10_875_t0000048000.wav,cough,aswine_ala_e_2_2020-09-30_05-46-10_875,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-16-08_565_t0000341000.wav,other,aswine_ala_e_2_2020-09-30_05-16-08_565,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_03-22-00_565_t0000102000.wav,cough,aswine_ala_e_2_2020-09-30_03-22-00_565,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-28-38_125_t0000151000.wav,cough,aswine_ala_e_2_2020-09-30_12-28-38_125,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000346000.wav,cough,aswine_ala_e_2_2020-09-30_12-16-37_446,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_12-52-39_977_t0000086000.wav,other,aswine_ala_e_2_2020-09-30_12-52-39_977,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-57-58_802_t0000030000.wav,cough,aswine_ala_e_2_2020-09-30_02-57-58_802,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000004000.wav,other,aswine_ala_e_2_2020-09-30_12-16-37_446,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_15-10-49_329_t0000303000.wav,other,aswine_ala_e_2_2020-09-30_15-10-49_329,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_07-16-16_914_t0000023000.wav,cough,aswine_ala_e_2_2020-09-30_07-16-16_914,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-27-56_846_t0000118000.wav,cough,aswine_ala_e_2_2020-09-30_02-27-56_846,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_11-22-33_630_t0000185000.wav,cough,aswine_ala_e_2_2020-09-30_11-22-33_630,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-04-36_656_t0000287000.wav,cough,aswine_ala_e_2_2020-09-30_12-04-36_656,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-52-11_272_t0000157000.wav,other,aswine_ala_e_2_2020-09-30_05-52-11_272,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_09-10-24_673_t0000098000.wav,other,aswine_ala_e_2_2020-09-30_09-10-24_673,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-21-48_316_t0000153000.wav,other,aswine_ala_e_2_2020-09-30_00-21-48_316,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_12-28-38_125_t0000100000.wav,other,aswine_ala_e_2_2020-09-30_12-28-38_125,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-28-30_177_t0000234000.wav,cough,aswine_ala_e_2_2020-09-30_10-28-30_177,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-39-57_569_t0000146000.wav,other,aswine_ala_e_2_2020-09-30_02-39-57_569,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_06-16-12_660_t0000132000.wav,other,aswine_ala_e_2_2020-09-30_06-16-12_660,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-04-36_656_t0000344000.wav,cough,aswine_ala_e_2_2020-09-30_12-04-36_656,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_03-34-01_104_t0000312000.wav,other,aswine_ala_e_2_2020-09-30_03-34-01_104,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_00-33-49_105_t0000180000.wav,other,aswine_ala_e_2_2020-09-30_00-33-49_105,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-52-11_272_t0000168000.wav,cough,aswine_ala_e_2_2020-09-30_05-52-11_272,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-51-58_296_t0000186000.wav,other,aswine_ala_e_2_2020-09-30_02-51-58_296,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-16-37_446_t0000326000.wav,cough,aswine_ala_e_2_2020-09-30_12-16-37_446,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_04-40-05_833_t0000229000.wav,cough,aswine_ala_e_2_2020-09-30_04-40-05_833,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_06-16-12_660_t0000070000.wav,cough,aswine_ala_e_2_2020-09-30_06-16-12_660,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-04-07_555_t0000110000.wav,cough,aswine_ala_e_2_2020-09-30_05-04-07_555,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_07-04-16_154_t0000304000.wav,other,aswine_ala_e_2_2020-09-30_07-04-16_154,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_12-22-37_726_t0000011000.wav,cough,aswine_ala_e_2_2020-09-30_12-22-37_726,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-22-29_769_t0000073000.wav,cough,aswine_ala_e_2_2020-09-30_10-22-29_769,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-45-57_858_t0000328000.wav,other,aswine_ala_e_2_2020-09-30_02-45-57_858,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_02-21-56_604_t0000120000.wav,other,aswine_ala_e_2_2020-09-30_02-21-56_604,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_10-28-30_177_t0000281000.wav,cough,aswine_ala_e_2_2020-09-30_10-28-30_177,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_02-15-56_094_t0000046000.wav,cough,aswine_ala_e_2_2020-09-30_02-15-56_094,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_10-16-29_272_t0000114000.wav,other,aswine_ala_e_2_2020-09-30_10-16-29_272,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_06-34-13_773_t0000255000.wav,cough,aswine_ala_e_2_2020-09-30_06-34-13_773,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_08-04-19_788_t0000272000.wav,other,aswine_ala_e_2_2020-09-30_08-04-19_788,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_05-04-07_555_t0000238000.wav,other,aswine_ala_e_2_2020-09-30_05-04-07_555,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_09-22-25_390_t0000257000.wav,other,aswine_ala_e_2_2020-09-30_09-22-25_390,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/other/aswine_ALA_E_2_2020-09-30_08-10-20_310_t0000061000.wav,other,aswine_ala_e_2_2020-09-30_08-10-20_310,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
data/processed/cough_silence_binary/cough/aswine_ALA_E_2_2020-09-30_05-28-09_636_t0000188000.wav,cough,aswine_ala_e_2_2020-09-30_05-28-09_636,C:\py\pigsound\pig-sound-classification\data\manifests_cough_silence\train.csv
