path,in_reference,in_reproduced,duplicate_in_reference,duplicate_in_reproduced,reference_y_true,reference_y_pred,reproduced_y_true,reproduced_y_pred,y_true_match,y_pred_match,absdiff_prob_cough,absdiff_prob_calm_grunt,absdiff_prob_feeding,absdiff_prob_stress_vocal,prediction_match
data/external/korea_raw/abdominal_cough/train_abdominal_01008.wav,True,True,False,False,cough,cough,cough,cough,True,True,4.76837158203125e-07,1.4563556760077917e-07,1.8396531223667436e-07,1.172302290257843e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_01368.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.0728836059570312e-06,6.065238266607592e-07,3.4755794323364925e-07,2.0131119522000425e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_01927.wav,True,True,False,False,cough,cough,cough,cough,True,True,7.152557371936652e-07,3.3658579916604316e-07,2.1563027976611963e-07,1.8655555318814387e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_01995.wav,True,True,False,False,cough,cough,cough,cough,True,True,1.0728836059570312e-06,3.83530277726907e-07,5.198526195649973e-07,1.0887742972167302e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_02960.wav,True,True,False,False,cough,cough,cough,cough,True,True,5.96046447642884e-07,2.66678398414444e-07,1.7124693835846938e-07,1.2383679853745708e-07,True
data/external/korea_raw/abdominal_cough/train_abdominal_03760.wav,True,True,False,False,cough,cough,cough,cough,True,True,2.384185789905402e-07,1.3747194315522591e-07,7.245398588466069e-08,3.099557938942123e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_03944.wav,True,True,False,False,cough,cough,cough,cough,True,True,4.768371583141473e-07,4.991888999901018e-07,1.821899781235571e-08,3.899913182594129e-09,True
data/external/korea_raw/abdominal_cough/train_abdominal_05297.wav,True,True,False,False,cough,cough,cough,cough,True,True,3.5762786854132145e-07,1.6819103620512726e-07,2.484885043814791e-07,2.04890965679232e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_06234.wav,True,True,False,False,cough,cough,cough,cough,True,True,3.5762786865234375e-07,1.8693390295163666e-07,5.2590621544271925e-08,6.673508319809647e-08,True
data/external/korea_raw/abdominal_cough/train_abdominal_06380.wav,True,True,False,False,cough,cough,cough,cough,True,True,3.5762786865234375e-07,2.1075538816632436e-07,1.312146195997369e-07,1.06752850109824e-07,True
