path,label,subtype,source_id,md5
data/external/korea_raw/dry_cough/train_dry_07288.wav,cough,dry_cough,dry_cough::train_dry_07288,c7c590304037897c41d19bcc456b044f
data/raw/sow_call_dataset_labeled/feeding/370-1.wav,feeding,feeding,feeding::370-1,fe4af819a6a71400d1b2d4d027a60572
data/raw/sow_call_dataset_labeled/frightened_stress/517-2.wav,stress_vocal,frightened_stress,frightened_stress::517-2,0244cc708c9c0b038a025965c47742f4
data/raw/sow_call_dataset_labeled/feeding/471-1.wav,feeding,feeding,feeding::471-1,52da60c3cf75c529daf2db0df0c762b2
data/raw/sow_call_dataset_labeled/calm_grunt/274-0.wav,calm_grunt,calm_grunt,calm_grunt::274-0,867a0d742da7dc4ab82703565363efca
data/raw/sow_call_dataset_labeled/anxious_stress/1734-3.wav,stress_vocal,anxious_stress,anxious_stress::1734-3,d586207a9cfc91dd5953bfb8b33806ec
data/raw/sow_call_dataset_labeled/calm_grunt/125-0.wav,calm_grunt,calm_grunt,calm_grunt::125-0,d89d4e300f78fe3c697419d08cb50ac3
data/external/korea_raw/abdominal_cough/train_abdominal_07806.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_07806,c3a126a94bddfdd955e8fad5c1655596
data/external/korea_raw/dry_cough/train_dry_13541.wav,cough,dry_cough,dry_cough::train_dry_13541,a8d1a76cc94143e8ea637648dd31c2a7
data/raw/sow_call_dataset_labeled/frightened_stress/571-2.wav,stress_vocal,frightened_stress,frightened_stress::571-2,08169455610f31ed96247239437ecadf
data/raw/sow_call_dataset_labeled/feeding/304-1.wav,feeding,feeding,feeding::304-1,c9e37a52d69aa372d3ae6b95468b7620
data/raw/sow_call_dataset_labeled/feeding/423-1.wav,feeding,feeding,feeding::423-1,320081ccedf438172fb66be7aea94f16
data/raw/sow_call_dataset_labeled/feeding/333-1.wav,feeding,feeding,feeding::333-1,0bfa6b9d9f09cd316e03f373e2d3924e
data/raw/sow_call_dataset_labeled/anxious_stress/1682-3.wav,stress_vocal,anxious_stress,anxious_stress::1682-3,22f617734eec4c14399d7edd05952a94
data/raw/sow_call_dataset_labeled/anxious_stress/1358-3.wav,stress_vocal,anxious_stress,anxious_stress::1358-3,2d25df36b23419dad4eac8cb0c26741b
data/external/korea_raw/abdominal_cough/train_abdominal_14199.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_14199,8c5aaacf50dcfccb2fad5b74f8fb4bbe
data/raw/sow_call_dataset_labeled/calm_grunt/205-0.wav,calm_grunt,calm_grunt,calm_grunt::205-0,2cd630faf6c3691cc36e5e2937d485c9
data/external/korea_raw/dry_cough/train_dry_03623.wav,cough,dry_cough,dry_cough::train_dry_03623,7c6fb3f01850919534c08a7ea9915997
data/raw/sow_call_dataset_labeled/calm_grunt/75-0.wav,calm_grunt,calm_grunt,calm_grunt::75-0,35c6a241f2ba9cec9578a402dda31aa5
data/raw/sow_call_dataset_labeled/frightened_stress/1085-2.wav,stress_vocal,frightened_stress,frightened_stress::1085-2,6d89b3aabddcff3f3c93557081a7fb82
data/raw/sow_call_dataset_labeled/feeding/338-1.wav,feeding,feeding,feeding::338-1,a993b4f61c2a9f764670cbfda033973d
data/external/korea_raw/dry_cough/train_dry_09239.wav,cough,dry_cough,dry_cough::train_dry_09239,2f9ff30122974c3c0529764de066c3c9
data/raw/sow_call_dataset_labeled/calm_grunt/2-0.wav,calm_grunt,calm_grunt,calm_grunt::2-0,08f7b07f03081f1a0cccff83680f12e1
data/raw/sow_call_dataset_labeled/feeding/436-1.wav,feeding,feeding,feeding::436-1,01668ba671500cfb7e161b44a60f1c8a
data/raw/sow_call_dataset_labeled/frightened_stress/610-2.wav,stress_vocal,frightened_stress,frightened_stress::610-2,1dbb41ba7b61cee3da6809ccba0708d9
data/raw/sow_call_dataset_labeled/calm_grunt/107-0.wav,calm_grunt,calm_grunt,calm_grunt::107-0,0cec11911f8142cc956e3b0f7585d4b6
data/raw/sow_call_dataset_labeled/calm_grunt/164-0.wav,calm_grunt,calm_grunt,calm_grunt::164-0,d61f937fb7139f1bd2472783afd2378a
data/raw/sow_call_dataset_labeled/feeding/419-1.wav,feeding,feeding,feeding::419-1,9f8d88a474814ee5ee13a21e5fd9b2bc
data/raw/sow_call_dataset_labeled/calm_grunt/33-0.wav,calm_grunt,calm_grunt,calm_grunt::33-0,67e1998ac615db0944b871917ad2d0aa
data/raw/sow_call_dataset_labeled/feeding/468-1.wav,feeding,feeding,feeding::468-1,39909bdeb62af3245137a6afbe3caf59
data/raw/sow_call_dataset_labeled/feeding/357-1.wav,feeding,feeding,feeding::357-1,fbc9d56366eba599d93f9431293892a2
data/external/korea_raw/abdominal_cough/train_abdominal_16429.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_16429,89bcd1f7bcfd5c0d3850c0d8d7a77682
data/raw/sow_call_dataset_labeled/feeding/280-1.wav,feeding,feeding,feeding::280-1,520f24b7e9deddec9fe824bcbbc863a7
data/raw/sow_call_dataset_labeled/frightened_stress/612-2.wav,stress_vocal,frightened_stress,frightened_stress::612-2,a91134913a3dc24cfc7087eea7bdc8e4
data/external/korea_raw/dry_cough/train_dry_08876.wav,cough,dry_cough,dry_cough::train_dry_08876,dbbe85e11c0107023150e7749f0ed8b5
data/external/korea_raw/dry_cough/train_dry_14498.wav,cough,dry_cough,dry_cough::train_dry_14498,8f2c9767caed089459915a537db3d655
data/raw/sow_call_dataset_labeled/feeding/444-1.wav,feeding,feeding,feeding::444-1,6e8f71772e6578a1413f49c0b64622ef
data/raw/sow_call_dataset_labeled/anxious_stress/1476-3.wav,stress_vocal,anxious_stress,anxious_stress::1476-3,3a7221fd9f1cdb4bd3f9ae1c07261066
data/external/korea_raw/abdominal_cough/train_abdominal_16132.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_16132,bb1a38311c36b868c02a8665521c46cd
data/raw/sow_call_dataset_labeled/calm_grunt/4-0.wav,calm_grunt,calm_grunt,calm_grunt::4-0,e7a4dc287d9d5f43c4b8a8f6a526490c
data/raw/sow_call_dataset_labeled/calm_grunt/136-0.wav,calm_grunt,calm_grunt,calm_grunt::136-0,a8c431bdd25b26a29385bd9f8b421b1e
data/raw/sow_call_dataset_labeled/feeding/295-1.wav,feeding,feeding,feeding::295-1,5b7d23076ddb899174919898f60539a0
data/raw/sow_call_dataset_labeled/frightened_stress/1040-2.wav,stress_vocal,frightened_stress,frightened_stress::1040-2,63c5a8e6835b1ed492e853144c064b8f
data/raw/sow_call_dataset_labeled/feeding/330-1.wav,feeding,feeding,feeding::330-1,4da99197dc538d33527486865e637808
data/raw/sow_call_dataset_labeled/feeding/347-1.wav,feeding,feeding,feeding::347-1,025adb61783547ff9a35c44600e53f23
data/raw/sow_call_dataset_labeled/calm_grunt/108-0.wav,calm_grunt,calm_grunt,calm_grunt::108-0,0d8436c25382a02f2710464c9cb8036c
data/raw/sow_call_dataset_labeled/feeding/434-1.wav,feeding,feeding,feeding::434-1,60499ac98fbfe8ab1dde68e04cd86b19
data/external/korea_raw/abdominal_cough/train_abdominal_04241.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_04241,d432b39366459ca27b12800c25d94b31
data/raw/sow_call_dataset_labeled/feeding/493-1.wav,feeding,feeding,feeding::493-1,9385d5d45bc2a99baf46b582a7a2e4a3
data/raw/sow_call_dataset_labeled/anxious_stress/1359-3.wav,stress_vocal,anxious_stress,anxious_stress::1359-3,18b5dc855acc6b3ee7d7d2daae3afaa4
data/raw/sow_call_dataset_labeled/frightened_stress/678-2.wav,stress_vocal,frightened_stress,frightened_stress::678-2,391b2f91f2a43483852b6892cfa79255
data/raw/sow_call_dataset_labeled/feeding/457-1.wav,feeding,feeding,feeding::457-1,71ddd80e898bb0fe96943609ac4579b7
data/raw/sow_call_dataset_labeled/feeding/309-1.wav,feeding,feeding,feeding::309-1,1d099e7c55a17aece1f07c1f10e137d4
data/raw/sow_call_dataset_labeled/calm_grunt/69-0.wav,calm_grunt,calm_grunt,calm_grunt::69-0,5e6972bc79d14fbb0e7d8c9fc5171b8e
data/raw/sow_call_dataset_labeled/calm_grunt/165-0.wav,calm_grunt,calm_grunt,calm_grunt::165-0,58f3af1d9665f4501de1c256ac27087d
data/raw/sow_call_dataset_labeled/feeding/441-1.wav,feeding,feeding,feeding::441-1,654127297dca8be92e024fe6823bc124
data/external/korea_raw/abdominal_cough/train_abdominal_05833.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_05833,d3881a57cf8833c0155d1c6ac568e4af
data/raw/sow_call_dataset_labeled/frightened_stress/782-2.wav,stress_vocal,frightened_stress,frightened_stress::782-2,587d8dff500c9d83ef3095d686f3d08b
data/raw/sow_call_dataset_labeled/frightened_stress/550-2.wav,stress_vocal,frightened_stress,frightened_stress::550-2,ad062869c4a2fd8369559543b14548df
data/raw/sow_call_dataset_labeled/calm_grunt/63-0.wav,calm_grunt,calm_grunt,calm_grunt::63-0,c5f7980d3f690a56cecc65238ba1d3a5
data/raw/sow_call_dataset_labeled/calm_grunt/270-0.wav,calm_grunt,calm_grunt,calm_grunt::270-0,e3f35a9024594f204888ad32b4874feb
data/external/korea_raw/dry_cough/train_dry_14435.wav,cough,dry_cough,dry_cough::train_dry_14435,f1f0f021d6ef3cbbbfdf022d57e0cea7
data/external/korea_raw/abdominal_cough/train_abdominal_08707.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_08707,49834010073dc8e988d25d1d5cdd3df2
data/external/korea_raw/dry_cough/train_dry_13858.wav,cough,dry_cough,dry_cough::train_dry_13858,29839ff03fb8f2707fc4fe0a99520ec6
data/raw/sow_call_dataset_labeled/feeding/376-1.wav,feeding,feeding,feeding::376-1,0a4a08f836bfe95c6c353a6c6944c466
data/external/korea_raw/dry_cough/train_dry_12034.wav,cough,dry_cough,dry_cough::train_dry_12034,26cb2e433060298591d5d8e4673ea25c
data/raw/sow_call_dataset_labeled/feeding/377-1.wav,feeding,feeding,feeding::377-1,9a43f6f7d1ef89c75336ab6c5d087207
data/external/korea_raw/dry_cough/train_dry_11313.wav,cough,dry_cough,dry_cough::train_dry_11313,8d8091d1d6ed7ec819241557ce97aaa5
data/raw/sow_call_dataset_labeled/anxious_stress/1397-3.wav,stress_vocal,anxious_stress,anxious_stress::1397-3,98608e0af5706f75c180b071de289d40
data/raw/sow_call_dataset_labeled/feeding/326-1.wav,feeding,feeding,feeding::326-1,68271e05998f6bb287503513fa9477b1
data/raw/sow_call_dataset_labeled/feeding/411-1.wav,feeding,feeding,feeding::411-1,34ffe8b85e2dd2ea42fae8d315374606
data/raw/sow_call_dataset_labeled/calm_grunt/109-0.wav,calm_grunt,calm_grunt,calm_grunt::109-0,c5ebec44a75a0f3fbfc14f1d52167d36
data/raw/sow_call_dataset_labeled/feeding/306-1.wav,feeding,feeding,feeding::306-1,6f1bf65ed6d3e36ad0c51596d8652df0
data/external/korea_raw/dry_cough/train_dry_07836.wav,cough,dry_cough,dry_cough::train_dry_07836,dc2fb33eb102c615bacbd6b8f1772e02
data/raw/sow_call_dataset_labeled/feeding/350-1.wav,feeding,feeding,feeding::350-1,dc22ba3ebd6cd76ca38f8e80e8cf6c7c
data/external/korea_raw/dry_cough/train_dry_14900.wav,cough,dry_cough,dry_cough::train_dry_14900,1e6de23832ee7705c24c53c915dc6d89
data/raw/sow_call_dataset_labeled/frightened_stress/635-2.wav,stress_vocal,frightened_stress,frightened_stress::635-2,587666812c02846ed63931ac0ae25df8
data/raw/sow_call_dataset_labeled/calm_grunt/39-0.wav,calm_grunt,calm_grunt,calm_grunt::39-0,7c6d9aa035063d97396181089bff1d8a
data/raw/sow_call_dataset_labeled/anxious_stress/1777-3.wav,stress_vocal,anxious_stress,anxious_stress::1777-3,8c25af4b7b10e82ca566df1c08e21410
data/raw/sow_call_dataset_labeled/frightened_stress/590-2.wav,stress_vocal,frightened_stress,frightened_stress::590-2,6f502037e7690cfbf9a190cb821a3ff7
data/external/korea_raw/dry_cough/train_dry_14332.wav,cough,dry_cough,dry_cough::train_dry_14332,a97ae2049115ad7065470a4f7c9620ad
data/raw/sow_call_dataset_labeled/feeding/307-1.wav,feeding,feeding,feeding::307-1,8fc5651f54c92d66c8257bc9916273cd
data/raw/sow_call_dataset_labeled/calm_grunt/112-0.wav,calm_grunt,calm_grunt,calm_grunt::112-0,30c2d21e21e2d3c09108cf8e9274010d
data/raw/sow_call_dataset_labeled/feeding/312-1.wav,feeding,feeding,feeding::312-1,293a15b43b9611cb2e3eba6d3f5372cc
data/external/korea_raw/abdominal_cough/train_abdominal_01313.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_01313,a01b0c33cc7f711409675f20113a2224
data/raw/sow_call_dataset_labeled/feeding/475-1.wav,feeding,feeding,feeding::475-1,fff1ba8bfd4f7a2c0c937a21d2533e26
data/raw/sow_call_dataset_labeled/feeding/424-1.wav,feeding,feeding,feeding::424-1,b5cf0adf15ead6eae89e6624146ed92b
data/external/korea_raw/dry_cough/train_dry_06249.wav,cough,dry_cough,dry_cough::train_dry_06249,0098c564f8265a2b93666e5b528bb369
data/raw/sow_call_dataset_labeled/anxious_stress/1649-3.wav,stress_vocal,anxious_stress,anxious_stress::1649-3,8ef7b5c15e374567562265858e5d7ed1
data/raw/sow_call_dataset_labeled/feeding/443-1.wav,feeding,feeding,feeding::443-1,959b1d9a0933af53404557f821915bf4
data/raw/sow_call_dataset_labeled/calm_grunt/28-0.wav,calm_grunt,calm_grunt,calm_grunt::28-0,a7f68678a23c00593e926228eec1f1de
data/raw/sow_call_dataset_labeled/calm_grunt/223-0.wav,calm_grunt,calm_grunt,calm_grunt::223-0,0f48d93fd41ae7df79addc2383843318
data/raw/sow_call_dataset_labeled/feeding/293-1.wav,feeding,feeding,feeding::293-1,2d9ad566b64f1510ce50f2769707ae96
data/raw/sow_call_dataset_labeled/feeding/364-1.wav,feeding,feeding,feeding::364-1,492d4bf4df9f229076e738db4d93e136
data/raw/sow_call_dataset_labeled/calm_grunt/60-0.wav,calm_grunt,calm_grunt,calm_grunt::60-0,0ba83c86bddfd14affc8463908d2ca4c
data/external/korea_raw/abdominal_cough/train_abdominal_14437.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_14437,12f71686d1214f4a37e7f533b384ea35
data/raw/sow_call_dataset_labeled/calm_grunt/36-0.wav,calm_grunt,calm_grunt,calm_grunt::36-0,0ce6650382a9a2f45646d9903141f1d5
data/raw/sow_call_dataset_labeled/feeding/388-1.wav,feeding,feeding,feeding::388-1,f752cbf5ae7654815ea6a9c717bef9ab
data/external/korea_raw/abdominal_cough/train_abdominal_15424.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_15424,fcb96bfa7f5d6be8fa638f61e21fdfe5
data/raw/sow_call_dataset_labeled/anxious_stress/1559-3.wav,stress_vocal,anxious_stress,anxious_stress::1559-3,fdea15e2803d30f4a63b44aa2c121504
data/raw/sow_call_dataset_labeled/feeding/329-1.wav,feeding,feeding,feeding::329-1,f92e2fd2198d3aacf27867335f52c183
data/raw/sow_call_dataset_labeled/anxious_stress/1710-3.wav,stress_vocal,anxious_stress,anxious_stress::1710-3,9fe4d43e44988f08c982d00f24b832d4
data/raw/sow_call_dataset_labeled/anxious_stress/1562-3.wav,stress_vocal,anxious_stress,anxious_stress::1562-3,4582347ed2501239a10b1c25752a2724
data/external/korea_raw/dry_cough/train_dry_13203.wav,cough,dry_cough,dry_cough::train_dry_13203,05c657ec406b8d16dca8fce84e9b603b
data/external/korea_raw/abdominal_cough/train_abdominal_16859.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_16859,483868dba05dc44c30dfa75796941534
data/external/korea_raw/abdominal_cough/train_abdominal_11408.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_11408,338771dd51bf2fea8d4c846544bcb8d6
data/raw/sow_call_dataset_labeled/calm_grunt/218-0.wav,calm_grunt,calm_grunt,calm_grunt::218-0,b3d8482fce8b5eaa3e2cb020780d332e
data/external/korea_raw/dry_cough/train_dry_05486.wav,cough,dry_cough,dry_cough::train_dry_05486,1214b3e809789c4c60f782c4b3f6a434
data/external/korea_raw/abdominal_cough/train_abdominal_05020.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_05020,d1ca37566393127c90406febf5d9c4dd
data/raw/sow_call_dataset_labeled/feeding/340-1.wav,feeding,feeding,feeding::340-1,9048c4685479607ffdeb358ca4a00398
data/external/korea_raw/dry_cough/train_dry_08236.wav,cough,dry_cough,dry_cough::train_dry_08236,a7ab543a182c83c4cf8ec72231ba0af2
data/external/korea_raw/dry_cough/train_dry_14998.wav,cough,dry_cough,dry_cough::train_dry_14998,024f26577856ea8c06f6f9dc1432310f
data/external/korea_raw/abdominal_cough/train_abdominal_00031.wav,cough,abdominal_cough,abdominal_cough::train_abdominal_00031,cfb42040320794f2451a4375738a7b29
data/raw/sow_call_dataset_labeled/feeding/488-1.wav,feeding,feeding,feeding::488-1,8be8958aecd8de0d2ed15efe4ae65d46
